segment,duration_s,ch,id_hex,meaning,count,unique,first,last,score,top_values
passenger_seat_ventilation_levels_1_2_3_off_3cycles_done,85.722,1,0x5CF,seat/climate secondary candidate,607,2,3F 0A 00 00 00 7F 80 00,3F 0B 00 00 00 7F 80 00,31,3F 0B 00 00 00 7F 80 00 x504 | 3F 0A 00 00 00 7F 80 00 x103
passenger_seat_ventilation_levels_1_2_3_off_3cycles_done,85.722,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1366,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1366
passenger_seat_ventilation_levels_1_2_3_off_3cycles_done,85.722,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1295,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1295
passenger_seat_ventilation_levels_1_2_3_off_3cycles_done,85.722,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1282,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1282
passenger_seat_ventilation_levels_1_2_3_off_3cycles_done,85.722,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1245,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x1245
passenger_seat_ventilation_levels_1_2_3_off_3cycles_done,85.722,1,0x53E,gear/reverse secondary candidate,637,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x637
passenger_seat_ventilation_levels_1_2_3_off_3cycles_done,85.722,1,0x4E6,M-CAN generic multimedia text transport,629,1,80 80 00 00 80 80 7A 00,80 80 00 00 80 80 7A 00,22,80 80 00 00 80 80 7A 00 x629
passenger_seat_ventilation_levels_1_2_3_off_3cycles_done,85.722,1,0x4E5,driver seat heat C-CAN candidate,625,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x625
passenger_seat_ventilation_levels_1_2_3_off_3cycles_done,85.722,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,625,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x625
front_parking_sensors_button_on_off_5x_done,83.153,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1201,2,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 00,31,00 00 C0 00 00 00 00 00 x859 | 00 00 C0 00 00 00 00 01 x342
front_parking_sensors_button_on_off_5x_done,83.153,1,0x111,TCU gear/reverse candidate; reverse seen DATA[4]=0x64 in R segment,6049,4,00 40 61 FF 61 00 00 C4,00 40 61 FF 61 00 00 88,26,00 40 61 FF 61 00 00 C4 x1519 | 00 40 61 FF 61 00 00 4C x1517 | 00 40 61 FF 61 00 00 00 x1507 | 00 40 61 FF 61 00 00 88 x1506
front_parking_sensors_button_on_off_5x_done,83.153,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1302,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1302
front_parking_sensors_button_on_off_5x_done,83.153,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1267,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1267
front_parking_sensors_button_on_off_5x_done,83.153,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1230,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1230
front_parking_sensors_button_on_off_5x_done,83.153,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,621,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x621
front_parking_sensors_button_on_off_5x_done,83.153,1,0x5CF,seat/climate secondary candidate,615,1,3F 0B 00 00 00 7F 80 00,3F 0B 00 00 00 7F 80 00,22,3F 0B 00 00 00 7F 80 00 x615
front_parking_sensors_button_on_off_5x_done,83.153,1,0x4E5,driver seat heat C-CAN candidate,605,1,80 00 00 0B 49 D0 00 00,80 00 00 0B 49 D0 00 00,22,80 00 00 0B 49 D0 00 00 x605
front_parking_sensors_button_on_off_5x_done,83.153,1,0x4E6,M-CAN generic multimedia text transport,604,1,80 80 00 00 80 80 7A 00,80 80 00 00 80 80 7A 00,22,80 80 00 00 80 80 7A 00 x604
front_parking_sensors_button_on_off_5x_done,83.153,1,0x53E,gear/reverse secondary candidate,594,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x594
parking_assist_button_3x_engine_off_rejected_cluster_message,119.098,0,0x169,gear/reverse secondary candidate,478,3,20 01 00 FF 14 00 40 00,20 01 03 FF 14 00 40 00,30,20 01 03 FF 14 00 40 00 x277 | 20 01 00 FF 14 00 40 00 x196 | 20 01 01 FF 14 00 40 00 x5
parking_assist_button_3x_engine_off_rejected_cluster_message,119.098,1,0x553,body_gateway_2: rear doors/diagnostic related,481,2,00 00 00 08 01 00 C0 00,00 00 00 08 01 00 C0 00,26,00 00 00 08 01 00 C0 00 x476 | 00 00 00 08 01 01 C0 00 x5
parking_assist_button_3x_engine_off_rejected_cluster_message,119.098,0,0x132,DATC mode display M-CAN,110,2,90 00 00 28 00 00 00 00,90 00 00 28 00 00 00 00,26,90 00 00 28 00 00 00 00 x106 | 90 00 00 70 00 00 00 00 x4
parking_assist_button_3x_engine_off_rejected_cluster_message,119.098,0,0x134,M-CAN DATC seat heat/vent display candidate,106,2,03 00 00 02 00 00 10 00,03 00 00 02 00 00 10 00,26,03 00 00 02 00 00 10 00 x102 | 00 00 00 02 00 00 30 00 x4
parking_assist_button_3x_engine_off_rejected_cluster_message,119.098,1,0x043,DATC C-CAN display/status; also TMU_GW on M-CAN depending bus,104,2,00 00 00 04 03 00 00 00,00 00 00 04 03 00 00 00,26,00 00 00 04 03 00 00 00 x100 | 00 00 00 0E 00 00 00 00 x4
parking_assist_button_3x_engine_off_rejected_cluster_message,119.098,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1906,8,00 00 C0 00 00 00 00 00,00 00 C0 00 00 00 00 01,25,00 00 C0 00 00 00 00 00 x981 | 24 02 C0 00 00 00 00 00 x255 | 25 03 C0 00 00 00 00 01 x186 | 27 03 C0 00 00 00 00 01 x147
parking_assist_button_3x_engine_off_rejected_cluster_message,119.098,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,971,4,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,24,03 00 41 00 C0 00 00 01 x961 | 04 00 41 00 C0 10 00 01 x7 | 03 00 41 00 C0 10 00 01 x2 | 04 00 41 00 C0 00 00 01 x1
parking_assist_button_3x_engine_off_rejected_cluster_message,119.098,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1992,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1992
parking_assist_button_3x_engine_off_rejected_cluster_message,119.098,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1969,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1969
parking_assist_button_3x_engine_off_rejected_cluster_message,119.098,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1935,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1935
parking_assist_button_3x_engine_off_rejected_cluster_message,119.098,1,0x53E,gear/reverse secondary candidate,969,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x969
engine_started_parking_exit_assist_5x_done,0.021,1,0x111,TCU gear/reverse candidate; reverse seen DATA[4]=0x64 in R segment,2,2,00 40 61 FF 60 DB 0A B4,00 40 61 FF 60 DB 0A 78,31,00 40 61 FF 60 DB 0A B4 x1 | 00 40 61 FF 60 DB 0A 78 x1
engine_started_parking_exit_assist_5x_done,0.021,1,0x316,EMS speed/rpm/temperature family,3,1,05 1A CC 0B 1A 18 00 77,05 1A CC 0B 1A 18 00 77,22,05 1A CC 0B 1A 18 00 77 x3
auto_hold_on_off_5x_done,71.478,1,0x4E6,M-CAN generic multimedia text transport,494,3,49 C2 00 00 84 84 8B 00,49 C4 00 00 84 84 8B 00,30,49 C4 00 00 84 84 8B 00 x269 | 49 C3 00 00 84 84 8B 00 x207 | 49 C2 00 00 84 84 8B 00 x18
auto_hold_on_off_5x_done,71.478,1,0x4E5,driver seat heat C-CAN candidate,510,4,80 4E 00 02 49 C2 00 00,80 4A 00 02 49 C4 00 00,29,80 4A 00 02 49 C4 00 00 x196 | 80 4E 00 02 49 C4 00 00 x173 | 80 4E 00 02 49 C3 00 00 x114 | 80 4E 00 02 49 C2 00 00 x27
auto_hold_on_off_5x_done,71.478,0,0x169,gear/reverse secondary candidate,297,2,20 01 03 FF 14 00 40 00,20 01 03 FF 14 00 40 00,26,20 01 03 FF 14 00 40 00 x228 | 20 01 03 FF 14 03 40 00 x69
auto_hold_on_off_5x_done,71.478,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1012,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1012
auto_hold_on_off_5x_done,71.478,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1001,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x1001
auto_hold_on_off_5x_done,71.478,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,998,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x998
auto_hold_on_off_5x_done,71.478,1,0x490,M-CAN USB media text transport / Music USB spam candidate,997,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x997
auto_hold_on_off_5x_done,71.478,1,0x53E,gear/reverse secondary candidate,504,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x504
auto_hold_on_off_5x_done,71.478,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,500,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x500
drive_mode_button_5x_done,84.946,1,0x4E5,driver seat heat C-CAN candidate,713,3,80 4A 00 02 49 C4 00 00,80 46 00 01 49 C4 00 00,30,80 4A 00 02 49 C4 00 00 x411 | 80 4A 00 01 49 C4 00 00 x264 | 80 46 00 01 49 C4 00 00 x38
drive_mode_button_5x_done,84.946,1,0x4E6,M-CAN generic multimedia text transport,713,3,49 C4 00 00 84 84 8B 00,49 C4 00 00 84 84 8B 00,25,49 C4 00 00 84 84 8B 00 x630 | 49 C4 00 00 84 84 8C 00 x81 | 49 C4 00 00 83 83 8B 00 x2
drive_mode_button_5x_done,84.946,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1424,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x1424
drive_mode_button_5x_done,84.946,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1421,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1421
drive_mode_button_5x_done,84.946,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1415,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1415
drive_mode_button_5x_done,84.946,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1402,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1402
drive_mode_button_5x_done,84.946,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,707,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x707
drive_mode_button_5x_done,84.946,1,0x53E,gear/reverse secondary candidate,690,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x690
drive_mode_button_5x_done,84.946,0,0x169,gear/reverse secondary candidate,357,1,20 01 03 FF 14 00 40 00,20 01 03 FF 14 00 40 00,22,20 01 03 FF 14 00 40 00 x357
drive_lock_button_5x_done,73.304,1,0x4E5,driver seat heat C-CAN candidate,570,4,80 4A 00 01 49 C4 00 00,80 46 00 01 49 C4 00 00,29,80 46 00 01 49 C4 00 00 x474 | 80 4A 00 02 49 C4 00 00 x63 | 80 4A 00 01 49 C4 00 00 x21 | 80 46 00 02 49 C4 00 00 x12
drive_lock_button_5x_done,73.304,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1213,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1213
drive_lock_button_5x_done,73.304,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1172,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1172
drive_lock_button_5x_done,73.304,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1147,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x1147
drive_lock_button_5x_done,73.304,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1141,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1141
drive_lock_button_5x_done,73.304,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,586,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x586
drive_lock_button_5x_done,73.304,1,0x53E,gear/reverse secondary candidate,577,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x577
drive_lock_button_5x_done,73.304,0,0x169,gear/reverse secondary candidate,312,1,20 01 03 FF 14 00 40 00,20 01 03 FF 14 00 40 00,22,20 01 03 FF 14 00 40 00 x312
drive_lock_button_5x_done,73.304,1,0x50E,gear/reverse secondary candidate,304,1,20 00 00 20 00 00 00 00,20 00 00 20 00 00 00 00,22,20 00 00 20 00 00 00 00 x304
drive_lock_button_5x_done,73.304,1,0x553,body_gateway_2: rear doors/diagnostic related,298,1,00 00 00 08 01 00 C0 00,00 00 00 08 01 00 C0 00,22,00 00 00 08 01 00 C0 00 x298
drive_lock_button_5x_done,73.304,1,0x559,body_gateway_4: windows/heated steering state candidate,296,1,00 40 00 00 20 00 00 40,00 40 00 00 20 00 00 40,22,00 40 00 00 20 00 00 40 x296
hill_descent_button_5x_done,67.982,1,0x4E5,driver seat heat C-CAN candidate,499,4,80 46 00 01 49 C4 00 00,80 4A 00 02 49 C4 00 00,29,80 46 00 01 49 C4 00 00 x464 | 80 4A 00 02 49 C4 00 00 x17 | 80 4A 00 01 49 C4 00 00 x14 | 80 46 00 02 49 C4 00 00 x4
hill_descent_button_5x_done,67.982,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,1041,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x1041
hill_descent_button_5x_done,67.982,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,1020,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x1020
hill_descent_button_5x_done,67.982,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",1003,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x1003
hill_descent_button_5x_done,67.982,1,0x490,M-CAN USB media text transport / Music USB spam candidate,1001,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x1001
hill_descent_button_5x_done,67.982,1,0x53E,gear/reverse secondary candidate,497,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x497
hill_descent_button_5x_done,67.982,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,489,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x489
hill_descent_button_5x_done,67.982,0,0x169,gear/reverse secondary candidate,265,1,20 01 03 FF 14 00 40 00,20 01 03 FF 14 00 40 00,22,20 01 03 FF 14 00 40 00 x265
final_baseline_start_15s,0.011,1,0x316,EMS speed/rpm/temperature family,2,1,05 18 FC 0A 18 16 00 76,05 18 FC 0A 18 16 00 76,22,05 18 FC 0A 18 16 00 76 x2
final_baseline_end_stop_capture_next,15.061,1,0x4E5,driver seat heat C-CAN candidate,93,3,80 46 00 02 49 C4 00 00,80 46 00 01 49 C4 00 00,30,80 46 00 01 49 C4 00 00 x44 | 80 46 00 02 49 C4 00 00 x32 | 80 4A 00 02 49 C4 00 00 x17
final_baseline_end_stop_capture_next,15.061,1,0x4E6,M-CAN generic multimedia text transport,92,5,49 C4 00 00 83 83 8C 00,49 C4 00 00 83 83 8B 00,28,49 C4 00 00 83 83 8C 00 x40 | 49 C4 00 00 83 83 8B 00 x40 | 49 C4 00 00 84 84 8B 00 x6 | 49 C4 00 00 84 84 8C 00 x4
final_baseline_end_stop_capture_next,15.061,1,0x4F4,"SPAS12 parking display/status on C-CAN; also Android Auto text on M-CAN, bus matters",192,1,00 00 C0 00 00 00 00 01,00 00 C0 00 00 00 00 01,22,00 00 C0 00 00 00 00 01 x192
final_baseline_end_stop_capture_next,15.061,1,0x58B,LCA/RCTA/blind spot; stayed fixed in parking/RCTA attempts,188,1,11 00 04 00 00 00 00 20,11 00 04 00 00 00 00 20,22,11 00 04 00 00 00 00 20 x188
final_baseline_end_stop_capture_next,15.061,1,0x436,PAS11 parking sensor distances; stayed zero in captured segments,183,1,00 00 00 00,00 00 00 00,22,00 00 00 00 x183
final_baseline_end_stop_capture_next,15.061,1,0x490,M-CAN USB media text transport / Music USB spam candidate,181,1,01 00 10 20 00 00 00,01 00 10 20 00 00 00,22,01 00 10 20 00 00 00 x181
final_baseline_end_stop_capture_next,15.061,1,0x53E,gear/reverse secondary candidate,94,1,00 08 00 00 80 0E,00 08 00 00 80 0E,22,00 08 00 00 80 0E x94
final_baseline_end_stop_capture_next,15.061,1,0x541,body_gateway: ignition/doors/trunk/hood/sunroof/lights; sunroof DATA[7]&0x02 confirmed,92,1,03 00 41 00 C0 00 00 01,03 00 41 00 C0 00 00 01,22,03 00 41 00 C0 00 00 01 x92
